ID,Pop,x,y,Input_FID
761,252,19693823.26,3842858.033,972
762,143,19692393.56,3843302.035,874
763,97,19694081.16,3843858.981,761
764,97,19693054.74,3843620.97,759
765,97,19693656.55,3843506.195,758
766,97,19693906.01,3843162.226,756
767,97,19692901.14,3842985.006,754
768,387,19694446.58,3842656.424,705
769,201,19694328.58,3842956.806,704
770,151,19692585.35,3842296.48,703
771,151,19693482.8,3841921.376,699
772,167,19694447.13,3841850.852,697
773,73,19690941.48,3842073.283,884
774,107,19691625.15,3843335.667,875
775,297,19690383.81,3843848.221,866
776,297,19690973.13,3843658.491,865
777,97,19692001.21,3842728.776,753
778,73,19691304.14,3842211.616,752
779,153,19689009.28,3841924.691,1186
780,95,19689725.79,3841891.538,885
781,95,19689514.37,3842130.643,883
782,95,19688013.44,3842492.111,881
783,95,19687678.24,3842585.243,877
784,171,19688305.23,3843601.087,871
785,1038,19685516,3843439.593,932
786,136,19686582.97,3843496.115,931
787,136,19686001.67,3842425.894,929
788,95,19687200.33,3842087.108,880
789,95,19686728.3,3842536.025,879
790,95,19687445.13,3842505.717,878
791,166,19683276.19,3843426.812,1148
792,134,19683761.43,3843739.029,937
793,134,19684448.44,3843374.447,935
794,1576,19681281.26,3842674.932,1151
795,813,19681319.48,3843894.66,1147
796,650,19682249.22,3843660.341,938
797,487,19680487.71,3843993.633,939
798,2109,19674347.12,3842263.146,1086
799,403,19675655.16,3842468.703,1085
800,1434,19676285.79,3843102.57,1083
801,861,19676036.22,3842939.714,390
802,322,19675995.44,3842501.917,389
803,861,19675851.64,3843151.325,388
804,861,19676316.89,3843513.397,387
805,1146,19676209.29,3844020.671,386
806,1373,19676815.43,3844421.665,1082
807,1079,19678230.06,3846236.104,1012
808,1071,19676366.89,3846156.252,997
809,933,19678061.31,3844203.655,275
810,856,19676557.53,3845610.487,259
811,4687,19680027.29,3846229.964,1014
812,1884,19682166.3,3844314.184,1146
813,1152,19682700.9,3845270.983,948
814,650,19681915.01,3844317.933,940
815,1730,19684815.52,3845471.759,1144
816,1152,19683502.66,3846184.752,949
817,1152,19683518.64,3845061.357,942
818,1508,19683765.48,3844477.528,941
819,134,19684612.74,3844158.35,934
820,226,19686749.99,3844780.322,1143
821,454,19686703.38,3846202.042,1142
822,665,19685573.72,3846053.102,947
823,360,19686481.3,3845669.418,946
824,182,19687410.87,3845201.413,945
825,360,19685798.55,3845288.437,944
826,182,19686195.15,3844181.799,933
827,227,19687423.3,3844417.579,873
828,285,19688791.25,3844113.089,1184
829,806,19688152.16,3845865.422,1179
830,360,19689190.83,3846225.66,950
831,171,19688076.37,3844127.026,870
832,227,19688106.33,3844693.049,869
833,622,19688353.84,3845343.343,868
834,662,19689838.95,3844055.859,867
835,827,19690026.77,3844436.099,1183
836,371,19691326.88,3844791.411,1182
837,569,19690075.22,3845219.4,1181
838,225,19690260.95,3845550.486,1178
839,340,19691892.15,3846272.871,1176
840,180,19691896.13,3844230.333,975
841,143,19692095.93,3844264.591,864
842,143,19691752.65,3844071.745,863
843,143,19691739.32,3844436.062,862
844,179,19691935.84,3845257.79,861
845,179,19691998.22,3845505.234,860
846,179,19691294.83,3845541.223,859
847,392,19691078.61,3846044.274,858
848,392,19690293.1,3846212.017,857
849,231,19692631.06,3844215.891,1216
850,139,19693257.34,3845403.212,768
851,185,19692849.65,3844787.436,767
852,185,19692725.12,3844493.112,765
853,185,19693387.59,3844587.384,764
854,97,19694263.86,3844410.699,763
855,97,19693153.93,3844139.966,760
856,296,19694384.97,3846225.99,727
857,272,19693958.39,3846196.529,726
858,272,19692624.23,3846172.164,79
859,272,19693288.38,3846228.604,77
860,387,19696615.6,3845328.034,1225
861,636,19695021.87,3844521.748,1217
862,97,19694590,3844188.57,762
863,309,19695654.53,3845893.726,733
864,309,19696298.19,3845586.797,732
865,309,19696451.42,3845126.013,731
866,510,19695062.48,3845467.172,730
867,510,19694872.74,3845934.005,729
868,510,19694508.21,3845188.923,724
869,309,19696026.35,3846093.456,92
870,5581,19697685.8,3844647.037,1263
871,402,19698922.01,3845926.891,1223
872,351,19698296.21,3844430.672,719
873,387,19697466.56,3844039.13,718
874,351,19698752.15,3844213.622,717
875,322,19698871.24,3846098.746,115
876,476,19698475.16,3845025.813,112
877,322,19698032.11,3845432.299,111
878,387,19697180.88,3844859.291,110
879,387,19697247.28,3845292.392,108
880,322,19697408.66,3845629.21,107
881,309,19697232.08,3845882.694,106
882,322,19697728.37,3846122.658,105
883,309,19696854.32,3846028.011,104
884,600,19700483.9,3844850.566,1222
885,548,19699868.86,3845901.838,1221
886,381,19700764.15,3844212.026,151
887,476,19700748.05,3845602.734,132
888,476,19699580.19,3845530.646,131
889,476,19700289.45,3845373.943,130
890,476,19701027.7,3845236.384,128
891,476,19701033.73,3844782.573,124
892,1621,19702537.17,3844417.123,1250
893,480,19702875.12,3846285.235,1240
894,380,19702830.42,3845612.631,821
895,380,19703066.81,3845967.975,820
896,380,19702115.34,3846084.259,818
897,380,19701903.34,3845849.306,817
898,380,19701464.33,3846068.034,816
899,372,19701825.05,3844271.945,150
900,476,19701539.02,3845425.963,127
901,476,19701916.49,3844628.086,125
902,380,19703253.56,3845377.408,5
903,466,19704255.08,3844173.048,1244
904,637,19703693.88,3845177.928,824
905,637,19703811.15,3845412.158,823
906,637,19703888.65,3845766.108,822
907,809,19704886.94,3845882.947,802
908,375,19703843.29,3844038.791,8
909,264,19703557.95,3844084.661,4
910,637,19705164.84,3844206.694,3
911,375,19704589.78,3844396.869,2
912,375,19703901.36,3844588.793,1
913,809,19705719.45,3845231.614,0
914,473,19706332.38,3848237.834,1234
915,606,19705927.03,3846462.457,800
916,606,19706298.42,3846765.892,799
917,426,19705805.97,3847411.976,797
918,4320,19703857.67,3847141.246,1261
919,1011,19705297.1,3846322.785,1239
920,712,19704480.38,3846829.71,1238
921,572,19703556.14,3847650.7,1236
922,1032,19703804.48,3848378.647,1233
923,568,19705146.75,3846820.456,804
924,568,19705235.55,3846602.771,803
925,463,19705210.83,3847610.343,796
926,463,19705453.74,3848450.895,795
927,352,19701457.61,3846698.285,1243
928,942,19703370.96,3846820.322,1237
929,380,19702533.32,3846314.281,819
930,380,19702125.52,3846688.426,815
931,280,19701917.38,3847267.937,813
932,380,19702821.78,3846790.226,812
933,753,19703357.83,3847060.899,811
934,458,19702879.02,3847755.819,810
935,280,19701493.2,3847401.481,809
936,343,19702013.1,3847916.327,806
937,826,19703218.67,3848047.483,805
938,343,19701540.49,3848247.68,779
939,380,19701423.76,3846381.332,6
940,298,19699399.48,3847966.244,1220
941,280,19701015.96,3846755.477,814
942,210,19701124.82,3847480.027,807
943,437,19699488.53,3847028.18,139
944,240,19699885.02,3847025.793,138
945,240,19700392.12,3847017.965,137
946,240,19700396.02,3846803.976,136
947,437,19699219.36,3846602.726,135
948,437,19699838.82,3846482.673,134
949,437,19700638.68,3846572.196,133
950,240,19700490.66,3847787.528,121
951,437,19699064.2,3847577.596,120
952,240,19700285.19,3848159.002,119
953,347,19697878.06,3846509.563,1224
954,231,19697934.71,3847990.522,1219
955,437,19698824.64,3847312.512,123
956,240,19698718.68,3848196.506,116
957,184,19698195.64,3847834.711,114
958,277,19698331.81,3846798.91,113
959,277,19697235.54,3846611.41,103
960,184,19697143.37,3848104.849,101
961,184,19697038.22,3847780.485,100
962,184,19696751.01,3847357.845,97
963,277,19696826.92,3846563.974,94
964,184,19697129.43,3848440.846,55
965,296,19694759.43,3846303.273,728
966,138,19696519.01,3847881.752,99
967,277,19696447.61,3846968.367,96
968,309,19696443.99,3846779.57,95
969,296,19695394.23,3846544.233,93
970,296,19695477.29,3848180.666,75
971,178,19694775.91,3848517.217,73
972,373,19694290.51,3847125.163,1174
973,263,19692336.46,3848467.362,847
974,178,19693935.67,3848482.467,89
975,197,19693193.49,3848346.843,88
976,392,19692250.17,3846865.165,83
977,272,19693055.02,3846961.192,82
978,272,19692287.12,3846571.726,81
979,272,19692827.62,3846651.34,80
980,296,19693484.54,3846601.569,78
981,296,19694452.77,3847947.544,76
982,492,19691504.54,3846995.959,1175
983,328,19691819.47,3847851.937,1173
984,392,19691449.1,3846302.427,856
985,392,19690314.46,3847027.467,855
986,364,19690171.08,3847429.837,850
987,263,19691855.07,3848085.268,87
988,263,19692036.97,3847579.847,85
989,263,19691846.52,3847141.603,84
990,456,19688952.75,3848078.045,1177
991,441,19687824.06,3847333.018,955
992,360,19687794.6,3846764.443,952
993,360,19687876.81,3846478.266,951
994,364,19689254.3,3847007.103,854
995,364,19688823.57,3848372.741,851
996,830,19686367.44,3846784.178,1141
997,441,19686651.06,3848299.248,960
998,441,19686913.96,3848222.982,959
999,441,19685910.33,3847664.428,958
1000,441,19685755.05,3847418.978,957
1001,665,19686102.49,3846759.17,956
1002,360,19686530.82,3846668.577,954
1003,360,19687289.03,3846806.782,953
1004,364,19687570.62,3847694.224,852
1005,1551,19684597.26,3848369.834,1010
1006,1281,19683368.02,3846638.944,273
1007,30967,19680892.22,3847950.872,1273
1008,1281,19682548.35,3846624.15,1011
1009,800,19676935.45,3846635.762,996
1010,864,19678021.3,3846561.599,274
1011,640,19676537.94,3846371.081,258
1012,640,19676657.94,3846561.573,257
1013,1544,19677552.97,3848176.565,252
1014,398,19676079.19,3848327.746,995
1015,480,19674986.78,3846644.924,255
1016,319,19675760.33,3847526.552,254
1017,319,19676217.88,3848220.714,251
1018,319,19675503.42,3848469.523,249
1019,319,19674253.91,3847933.404,248
1020,1189,19667030.15,3850136.182,979
1021,1476,19666427.34,3850314.286,978
1022,480,19665057.08,3849884.814,229
1023,1351,19672950.19,3850794.357,244
1024,319,19676225.36,3848845.322,250
1025,2814,19677005.06,3849251.159,1256
1026,3101,19677332.76,3848608.601,994
1027,3195,19677887.62,3850738.994,992
1028,14551,19680207.42,3848582.995,1272
1029,31410,19680409.35,3849364.368,1271
1030,7350,19679672.81,3848823.128,1003
1031,1986,19680027.29,3850154.504,1001
1032,1295,19680063.74,3850533.646,1000
1033,1747,19680577.42,3850258.465,999
1034,1560,19680534.1,3850475.051,998
1035,14884,19682349.62,3848951.733,1275
1036,2113,19682344.76,3850059.206,1004
1037,883,19681709.54,3849500.717,962
1038,1691,19682040.25,3850814.387,262
1039,550,19686456.85,3850108.599,1047
1040,472,19685736.5,3849075.905,1008
1041,442,19687451.76,3849877.18,369
1042,442,19686889.2,3849704.899,368
1043,442,19686095.54,3850183.798,366
1044,442,19685611.87,3849939.133,365
1045,380,19685467.67,3849573.712,272
1046,380,19685734.28,3849234.567,270
1047,380,19685409.32,3849055.736,269
1048,380,19686060.85,3849555.003,268
1049,380,19686118.01,3849216.387,267
1050,380,19686506.55,3848915.552,266
1051,442,19686693.57,3850598.366,265
1052,317,19689661.3,3850143.118,838
1053,390,19689452.53,3850771.455,374
1054,390,19688944.66,3850347.214,371
1055,390,19689216.12,3850229.223,370
1056,380,19691262.28,3848756.367,1172
1057,394,19690826.22,3849289.335,1171
1058,304,19690851.77,3848565.673,848
1059,304,19692179.48,3848837.079,846
1060,227,19692100.39,3849180.464,845
1061,317,19691486.46,3849360.056,844
1062,317,19691691.76,3849532.801,843
1063,317,19690357.55,3849165.806,841
1064,317,19690609.45,3849521.479,840
1065,317,19690195.63,3849630.323,839
1066,317,19690109.44,3850036.644,837
1067,167,19691839.91,3850705.855,835
1068,210,19692215.16,3850040.335,1170
1069,224,19694274.36,3849814.227,1169
1070,220,19693850.77,3850643.883,831
1071,220,19694456.28,3850675.131,830
1072,178,19693726.47,3849821.323,828
1073,125,19693332.36,3849207.681,826
1074,133,19694202.16,3849283.337,825
1075,133,19694080.54,3849169.226,91
1076,178,19694025.98,3848869.467,90
1077,275,19695073.81,3850791.335,1168
1078,220,19694626.87,3850338.067,829
1079,133,19695540.06,3848868.325,74
1080,178,19694875.19,3848801.264,72
1081,178,19694601.98,3848634.4,71
1082,178,19694607.89,3848888.515,70
1083,178,19694722.07,3849562.38,69
1084,220,19695256.91,3849726.172,68
1085,220,19695032.61,3849943.245,67
1086,220,19695665.13,3850705.764,65
1087,130,19696643.85,3849864.244,57
1088,163,19697157.23,3850193.765,1167
1089,175,19698715.75,3849224.733,1166
1090,130,19697001.25,3850766.329,62
1091,130,19696862.41,3850566.461,61
1092,130,19697420.72,3850573.307,60
1093,130,19696962.21,3850192.794,59
1094,130,19696880.57,3849996.875,58
1095,130,19696769.41,3849534.64,56
1096,130,19697011.4,3849075.654,54
1097,142,19697886.11,3848713.221,53
1098,142,19697756.8,3848820.572,52
1099,142,19698948.21,3848792.174,50
1100,142,19698539.34,3849445.457,49
1101,142,19698741.87,3849744.865,48
1102,266,19699880.51,3849617.796,1242
1103,212,19700929.44,3848818.522,776
1104,212,19700978.15,3849837.238,773
1105,212,19700756.44,3849611.193,772
1106,212,19700179.6,3849169.044,771
1107,212,19699512.88,3849276.646,770
1108,240,19699807.98,3848605.981,118
1109,240,19699233.03,3848566.272,117
1110,142,19699142.34,3849941.661,47
1111,524,19701673.52,3848894.959,1232
1112,417,19702311.63,3848664.933,784
1113,826,19702952.61,3849127.054,778
1114,417,19701686.41,3849330.584,775
1115,417,19701594.67,3849649.927,774
1116,592,19705456.68,3850346.474,1241
1117,463,19705029.56,3848584.439,794
1118,463,19705302.01,3849101.353,793
1119,471,19705579.05,3849685.636,787
1120,471,19705368.06,3849920.113,786
1121,826,19703858.05,3848953.733,781
1122,283,19706147.56,3849399.221,792
1123,283,19706221.49,3848666.76,791
1124,283,19706796.37,3849080.036,790
1125,353,19707025.21,3850168.666,788
1126,353,19707001.44,3850425.652,785
1127,353,19706748.57,3850954.179,782
1128,130,19696796.34,3851101.024,64
1129,179,19694764.37,3852246.198,1040
1130,139,19696008.92,3851391.055,356
1131,139,19695193.7,3851201.324,355
1132,139,19695120.89,3851363.081,354
1133,105,19695929.81,3851799.295,353
1134,139,19695188.03,3851645.693,352
1135,139,19695046.21,3852025.064,351
1136,138,19696166.28,3852647.253,349
1137,139,19694719.57,3851624.458,348
1138,139,19694614.47,3851839.579,347
1139,250,19695197.34,3853013.975,345
1140,148,19692220.29,3851951.045,1043
1141,167,19692793.76,3851004.297,834
1142,120,19693417.27,3851476.496,833
1143,220,19693317.39,3851078.45,832
1144,139,19694332.7,3852098.095,346
1145,248,19694154.29,3852819.629,344
1146,139,19693724.7,3852489.745,337
1147,120,19692952.64,3851702.568,336
1148,318,19690751.99,3851447.924,1058
1149,411,19690669.85,3852289.882,1045
1150,360,19691234.58,3853029.163,1044
1151,254,19691231.62,3850990.781,836
1152,254,19691820.8,3851435.375,376
1153,390,19690288.9,3851096.076,375
1154,287,19691403.08,3852863.117,325
1155,287,19690552.04,3853026.72,324
1156,5463,19687735.72,3852281.561,1258
1157,472,19688452.01,3851643.012,1060
1158,490,19689047.54,3851088.551,1059
1159,680,19688564.95,3852947.02,1056
1160,1681,19688739.51,3852402.828,1054
1161,543,19689021.03,3852876.506,380
1162,543,19689547.36,3852868.381,379
1163,377,19688148.37,3851315.169,372
1164,858,19687486.22,3852900.592,1055
1165,1617,19687271.21,3851920.242,1053
1166,488,19685900.46,3852276.085,1051
1167,1311,19686113.36,3851142.136,1007
1168,1293,19687587.11,3851865.714,373
1169,390,19686246.28,3852103.113,363
1170,390,19686130.36,3852193.395,362
1171,749,19685588.06,3852029.114,361
1172,1048,19686315.49,3851292.851,264
1173,937,19685330.6,3852372.024,1050
1174,545,19683472.13,3852536.309,1023
1175,1770,19683817.55,3850877.901,1006
1176,1048,19685331.92,3851024.659,364
1177,436,19683194.25,3852596.392,288
1178,436,19683768.97,3852947.417,287
1179,662,19682329.88,3852177.749,1022
1180,469,19682032.94,3852322.198,1021
1181,514,19681459.65,3851591.673,1020
1182,530,19682521.75,3852216.375,289
1183,375,19681752.64,3852352.281,282
1184,410,19681257.44,3851762.128,280
1185,410,19680990.96,3851365.678,279
1186,596,19680487.17,3851353.122,278
1187,596,19680151.81,3851352.198,277
1188,752,19679184.19,3851440.238,247
1189,941,19678424.12,3851555.638,991
1190,1582,19677880.77,3851526.76,990
1191,642,19675551.73,3852602.232,987
1192,1351,19674225.39,3851445.606,243
1193,761,19669918.41,3851330.351,234
1194,761,19669523.58,3852081.593,233
1195,327,19666317.74,3851328.106,976
1196,480,19665002.05,3851173.01,261
1197,1456,19671660.85,3853335.197,982
1198,970,19673078.83,3853554.401,983
1199,777,19672316.45,3854063.398,236
1200,513,19675827.81,3853759.295,240
1201,513,19675976.33,3854630.883,239
1202,313,19674278.91,3854066.422,238
1203,1042,19678380.83,3854876.478,989
1204,712,19680627.96,3855031.381,1018
1205,834,19678775.11,3854078.797,242
1206,326,19682804.47,3853203.256,285
1207,570,19681244.18,3855085.8,283
1208,3925,19684141.8,3853497.877,1257
1209,812,19684515.54,3853728.924,1025
1210,1346,19684240.43,3853295.528,1024
1211,478,19684129.75,3854729.139,291
1212,436,19683472.13,3853160.416,286
1213,3447,19685535.96,3853450.142,1049
1214,304,19686901.57,3855113.523,1028
1215,290,19686336.84,3854096.737,1027
1216,242,19687291.95,3855269.987,309
1217,242,19686537.78,3855273.496,302
1218,227,19686533.85,3855039.724,301
1219,227,19686263.84,3854943.243,300
1220,227,19686720.13,3854785.733,299
1221,227,19685731.91,3854517.34,298
1222,227,19686167.18,3854402.855,297
1223,227,19685757.85,3854018.776,295
1224,227,19685697.87,3854712.386,294
1225,634,19688595.76,3853809.514,1057
1226,505,19689887.19,3853814.73,383
1227,505,19688477.88,3853517.254,382
1228,505,19688910.87,3853369.254,381
1229,629,19689176.45,3854634.928,313
1230,629,19688975.92,3854852.576,312
1231,287,19690432.62,3853207.496,385
1232,216,19690296.39,3854020.895,384
1233,280,19691761.16,3854077.583,331
1234,280,19691923.38,3853821.93,330
1235,287,19690913.24,3853407.476,323
1236,287,19690566,3853583.636,322
1237,373,19691414.34,3854778.659,318
1238,373,19691894.94,3854987.463,317
1239,301,19692072.64,3855311.068,316
1240,466,19692353.77,3854600.134,1046
1241,309,19693976.08,3853501.481,1042
1242,336,19694358.44,3855291.031,357
1243,447,19694337.99,3854111.003,339
1244,280,19692909.8,3853712.152,334
1245,280,19692811.33,3854728.301,333
1246,280,19692892.37,3854511.518,332
1247,314,19694975.89,3853512.704,1041
1248,544,19695998.83,3855113.523,1038
1249,435,19696568.87,3855043.409,360
1250,580,19695476.31,3855001.309,359
1251,250,19696124.15,3853611.698,343
1252,435,19696134.45,3854290.669,342
1253,447,19694869.3,3853932.292,340
1254,640,19696840.79,3857054.134,1036
1255,512,19696924.32,3856746.93,328
1256,726,19694643.48,3856263.515,1035
1257,580,19694971.41,3855500.151,358
1258,512,19696582.53,3857179.204,329
1259,468,19695592.03,3856877.297,326
1260,560,19693832.33,3855863.071,1034
1261,446,19693010.91,3855565.306,1033
1262,377,19692025.2,3855596.109,1032
1263,750,19690238.6,3855678.251,1031
1264,301,19691642.69,3855503.755,315
1265,787,19689037.27,3855390.753,1030
1266,629,19689158.31,3855421.124,314
1267,629,19689637.42,3855598.76,311
1268,758,19687436.47,3856024.078,1029
1269,242,19687145.7,3855760.242,310
1270,607,19687645.34,3856239.51,307
1271,242,19687486.38,3855839.366,306
1272,242,19687485.48,3855650.281,305
1273,242,19687072.62,3855566.171,303
1274,359,19685468.93,3855755.627,293
1275,650,19683496.01,3855427.562,290
